,Adword,Text,Score
3232,Gardening, knocking   morning sunshine,0.4346
3233,Gardening,right now i'm working on turning a singleslab dining table back into a tree,0.4342
3234,Gardening, you going leaf shopping right now  laughs   leaf shopping baby,0.4311
3235,Gardening,before going through everything you want to go and see the garden downstairs  so there is one thing about that,0.4285
3236,Gardening, huh  growing out of roses,0.4269
3237,Gardening,i'm making flower petals,0.4246
3238,Gardening, what are you doing  got a tree,0.4245
3239,Gardening, that's from the garden  yeah,0.4227
3240,Gardening,how you feeling are you ready for your big landscaping pitch  um,0.4213
3241,Gardening,undergoing a renovation,0.4207
3242,Gardening,i set up a little outdoor picnic and dining arrangement,0.4191
3243,Gardening,it's so lushlooking,0.4143
3244,Gardening, now this is a backyard,0.4133
3245,Gardening,what am i a potted plant talk to me,0.4125
3246,Gardening,what's the farm  you'll see,0.4115
3247,Gardening, mj: so is my gardener,0.4114
3248,Gardening, how was the dinner  plantbased,0.4111
3249,Gardening,oh during the harvest everyone goes there,0.4105
3250,Remodeling & Construction,undergoing a renovation,0.7196
3251,Remodeling & Construction,this isn't just a remodel,0.6877
3252,Remodeling & Construction, you doing a remodel  teardown,0.6813
3253,Remodeling & Construction, when was the remodel completed  just last year,0.6800
3254,Remodeling & Construction,they're renovating it's a construction gig never mind,0.6777
3255,Remodeling & Construction,it's not a renovation it's a restoration,0.6537
3256,Remodeling & Construction, the construction has started,0.6449
3257,Remodeling & Construction,it's new construction  i basically rebuilt this house from the ground up,0.6403
3258,Remodeling & Construction, we're designing a house,0.6307
3259,Remodeling & Construction, it's just a question of how much renovation is gonna be,0.6285
3260,Remodeling & Construction, so this is where the renovation sorta stops,0.6245
3261,Remodeling & Construction, talk to me about the construction,0.6229
3262,Remodeling & Construction, because for what  well it's gonna be a huge remodel,0.6150
3263,Remodeling & Construction, we are actually working on a property that has just been finished,0.6107
3264,Remodeling & Construction,  what's going on  so i talked to the builder,0.6023
3265,Remodeling & Construction, who's in construction,0.5978
3266,Remodeling & Construction,the old beautiful structure that's gonna be a hotel,0.5971
3267,Remodeling & Construction,abandoned buildings and some new buildings,0.5964
3268,Remodeling & Construction,i'm the building manager,0.5929
3269,Remodeling & Construction, there's a lot of renovation there's a lot of cost,0.5914
3270,Remodeling & Construction, is itis it a condominium building  no it's  is it a bigger townhouse  yeah that we're working on,0.5912
3271,Remodeling & Construction, is it gonna be a townhouse  yeah that we're working on,0.5893
3272,Remodeling & Construction,these renovation plans and renderings are epic,0.5885
3273,Remodeling & Construction,i mean buyers will need to tear down some walls to open it up update the floors get new appliances add bedrooms,0.5858
3274,Remodeling & Construction, out of the inventory the new construction in your price point not other than what we've already seen unless you want to jump outside into a different neighborhood andor decrease your square footage,0.5806
3275,Remodeling & Construction, work the renovation at the house,0.5787
3276,Remodeling & Construction, so it's about twentyfive hundred square feet and it's fully renovated,0.5752
3277,Remodeling & Construction,architectural history,0.5653
3278,Remodeling & Construction, when was the last time this property was updated  it was purchased in 1979 and had at the time an extensive remodel of two years,0.5599
3279,Remodeling & Construction,and it's going to be by far much less of a hassle than renovating something entirely,0.5566
3280,Remodeling & Construction,construction's not good,0.5551
3281,Remodeling & Construction,  so i talked to the builder,0.5540
3282,Remodeling & Construction,you really need to keep the integrity of the architecture which includes the windows the shingles the sidings,0.5538
3283,Remodeling & Construction,they spent $7 million to renovate this place,0.5467
3284,Remodeling & Construction,total building's about 51000 square feet,0.5463
3285,Remodeling & Construction,i got $3 million in renovation in here,0.5449
3286,Remodeling & Construction,but know that i'm going to have to tear down walls build up walls chopper in a water fountain ooh rethink these roofs tear up the floor and put in a shark tank,0.5432
3287,Remodeling & Construction,  for our building,0.5412
3288,Remodeling & Construction,there's a lot of work that is required for this property and it's only two bedrooms so we need to do a lot of work,0.5388
3289,Remodeling & Construction, you have to make the house seem attractive to people who are gonna want to do the work,0.5375
3290,Remodeling & Construction, architectural department,0.5374
3291,Remodeling & Construction,this project from construction site to sales galleries is the most iconic project in dubai to date,0.5365
3292,Remodeling & Construction, my construction's not good,0.5362
3293,Remodeling & Construction,the building has 16 units,0.5348
3294,Remodeling & Construction,it's built as a condo the layouts are condos they're condo finishes,0.5343
3295,Remodeling & Construction, i'm sorry  i'm a building inspector with wayne county,0.5331
3296,Remodeling & Construction, but we're going to get plans and permits and gut the house and make it look like a hip young house,0.5317
3297,Remodeling & Construction, and it's about a $200000 more or less plus remodel,0.5317
3298,Remodeling & Construction, wait wait wait wait i respect you but i have to put my foot down and say this building we took over from another firm,0.5306
3299,Remodeling & Construction,we have a big huge massive unfinished penthouse three full floor units and then this incredible townhouse,0.5304
3300,Smart Home,fully smart house,0.8548
3301,Smart Home,what every home needs,0.4865
3302,Smart Home,timber real estate electronics,0.4207
3303,Smart Home,they hacked our smart tv,0.4140
3304,Smart Home,after the rambling beach house i've been living in i'm ready for something smart and efficient,0.4085
3305,Smart Home,these are networked so we can communicate inhouse,0.4078
3306,Smart Home,unplug what everything is inside the walls,0.4065
3307,Smart Home, full security cameras with database plus 24hour armed response,0.3981
3308,Smart Home,this is your house,0.3877
3309,Smart Home,miele appliances,0.3839
3310,Smart Home,here is the living room,0.3778
3311,Smart Home, people like all those gadgets in the doors,0.3751
3312,Smart Home,the house definitely works,0.3748
3313,Smart Home,as in most highend buildings you're not able to do open houses because they want to keep the security tight in the building so i have to show the unit every time to every single client,0.3744
3314,Smart Home,the main security panel is in this room here,0.3740
3315,Smart Home, what is this place  home,0.3714
3316,Smart Home, oh really what is it  this is a electronic key to all of our hospitality in the city,0.3700
3317,Smart Home,this is your home,0.3693
3318,Smart Home, so this is your house,0.3679
3319,Smart Home, influencer house,0.3670
3320,Smart Home,it's high tech and we can showcase the views from the apartments,0.3663
3321,Smart Home, it's your house,0.3617
3322,Smart Home, as you walk throughout the house you always have this this light,0.3589
3323,Smart Home,i'm talking about your computers your access to the internet your television your phone,0.3553
3324,Smart Home, then we developed a custom iot framework to create an intern that will deliver your coffee at the exact moment you need it,0.3545
3325,Smart Home,you'll have a happy home,0.3525
3326,Smart Home,i'm opening a store computers,0.3523
3327,Smart Home,re at home why are you calling me he my own house when i'm at home at night in inking some red wine in my sweats dr watching my mystery stories dforsaken world the last thing in the whole go e voice of michael scott,0.3518
3328,Smart Home, we're designing a house,0.3517
3329,Smart Home, just always turn it off when you leave the room,0.3499
3330,Smart Home, the living room is here,0.3490
3331,Smart Home, so tell us about the house,0.3487
3332,Smart Home,you wanna be able to speak freely about the house,0.3474
3333,Smart Home,do we really need all these devices because mitch is very concerned that this not feel like a sick house,0.3465
3334,Smart Home, a house call app  i prefer medicinal concierge,0.3452
3335,Smart Home,onboard computer's so smart it probably senses something,0.3436
3336,Smart Home,pretty amazing technology,0.3435
3337,Smart Home,device vibrates distant hiphop music thumping over speakers tune. tune. customer cheering  cute,0.3433
3338,Smart Home,doorbell rings don't answer that,0.3431
3339,Smart Home, chuckling soft pop music playing  brett that house in millennium park uh  what  the house you sent me to look at,0.3426
3340,Smart Home,in case you ever wanna leave your apartment,0.3417
3341,Smart Home,something to my house that i'm living in,0.3412
3342,Smart Home,it uses ai and facial recognition technology to gather information on everything the user sees,0.3400
3343,Smart Home,what is this place  our new home,0.3397
3344,Smart Home,anyway so this is the house,0.3390
3345,Smart Home,evenlisten we are in a fivestar luxury hotel with five restaurants but if you want to cook you have all of the appliances,0.3377
3346,Smart Home,but we don't get cell reception in my apartment and the internet was down and only ben knows how to reset the box,0.3372
3347,Smart Home, we're going into your home,0.3364
3348,Smart Home,the phone internet tv that's all us,0.3357
3349,Smart Home,cisco the human network,0.3354
3350,Home Appliances,miele appliances,0.6150
3351,Home Appliances,what every home needs,0.5950
3352,Home Appliances,laughter  all topoftheline appliances,0.5820
3353,Home Appliances,you have the miele appliances as well,0.5550
3354,Home Appliances,for instance this pizza oven here,0.5521
3355,Home Appliances, you're not crazy about the appliances well we can work that out for you,0.5461
3356,Home Appliances,they have really really great topoftheline appliances,0.5254
3357,Home Appliances,it houses the toaster and our blender,0.5001
3358,Home Appliances,evenlisten we are in a fivestar luxury hotel with five restaurants but if you want to cook you have all of the appliances,0.4977
3359,Home Appliances, laughter uh no what's fabulous about this kitchen right is that we have all gaggenau appliances,0.4897
3360,Home Appliances,i'm going to downplay the microwave,0.4893
3361,Home Appliances,timber real estate electronics,0.4686
3362,Home Appliances,fully smart house,0.4655
3363,Home Appliances,undergoing a renovation,0.4643
3364,Home Appliances, great detail and everything is top of the line luxury appliances,0.4581
3365,Home Appliances,this company's stability in the smallappliance market is in large part your doing,0.4562
3366,Home Appliances,so you have this afternoon to shop and two hours to prep your food using all the appliances and caphalon cookware here in the kenmore kitchen,0.4549
3367,Home Appliances, what's this it's a kitchen  this is a kitchenfamily room,0.4518
3368,Home Appliances,it's all about the kitchen,0.4486
3369,Home Appliances,after the rambling beach house i've been living in i'm ready for something smart and efficient,0.4443
3370,Home Appliances, here's the kitchen,0.4441
3371,Home Appliances,they import the kitchens from europe,0.4409
3372,Home Appliances,a furnace yeesh how old is this ship how about the anchor womanwhat does the furnace do all right let's not get hung up on the furnace,0.4394
3373,Home Appliances, we're designing a house,0.4394
3374,Home Appliances,you blow this whole thing out and then you have a huge family kitchen whatever,0.4384
3375,Home Appliances,congratulations on making the finest microwave i've ever seen,0.4360
3376,Home Appliances, look at that kitchen,0.4330
3377,Home Appliances, scott and debbie maintained the original look of the house but really spent the money behind the walls on the wiring on new appliances because at the end of the day people love the old look of houses but they don't want old plumbing,0.4320
3378,Home Appliances,your next elimination challenge gourmet entree is to create a our kenmore microwaves,0.4315
3379,Home Appliances,so you have all your little mom and pops electrical companies plumbing materials construction,0.4298
3380,Home Appliances,there's a bunch of electronic candles in the upper pantry,0.4285
3381,Home Appliances,the kitchens are all open all glass,0.4282
3382,Home Appliances,air compressor  what  when you do a summer house there's always the standing renters that are there for every weekend and then there's the guests,0.4262
3383,Home Appliances, we can still use the toaster and the saute pans,0.4244
3384,Home Appliances,stuff in the fridge,0.4219
3385,Home Appliances, people like all those gadgets in the doors,0.4208
3386,Home Appliances,why don't you use the microwave in the kitchen phyllis someone needs to clean it,0.4205
3387,Home Appliances,kitchen's all new,0.4177
3388,Home Appliances,all new furnishings,0.4167
3389,Home Appliances, check this kitchen out,0.4142
3390,Home Appliances, the microwave division quarterly report comes out today,0.4141
3391,Home Appliances,tune. buttons beeping microwave whirring electrical pops and sparks so if you scroll to the next page you'll see the summary of capital budgets or purchasing and operations,0.4140
3392,Home Appliances,yeah well leave it to the germans even their appliances crave power,0.4138
3393,Home Appliances, loud buzzing vibrating  except for the appliances,0.4134
3394,Home Appliances, look at this kitchen,0.4128
3395,Home Appliances,features a spacious kitchen complete with granite counter tops and stateoftheart convection oven,0.4128
3396,Home Appliances,here is the living room,0.4097
3397,Home Appliances,i needed the kitchen for my cooking tutorials you know,0.4061
3398,Home Appliances, what is it  it's called the razor house,0.4038
3399,Home Appliances,dialysis machines,0.4032
3400,Home Entertaining,this kitchen is great for entertaining,0.6695
3401,Home Entertaining,  if you like to entertain i really like this one 'cause you have the bar the outdoor kitchen,0.5797
3402,Home Entertaining,  dinner and a show,0.5639
3403,Home Entertaining,i set up a little outdoor picnic and dining arrangement,0.5548
3404,Home Entertaining,a night away from the kids,0.5393
3405,Home Entertaining,you know family kitchen area,0.5286
3406,Home Entertaining,dinners outside lit candles outside,0.5249
3407,Home Entertaining, brother and sister laughter  what's nice is that house was made for an entertainer so you don't feel like all the stuff in your kitchen is exposed,0.5182
3408,Home Entertaining,what better way to repay your kind invitation than to amuse your guests,0.5076
3409,Home Entertaining,sets a nice table lots of goodies,0.5042
3410,Home Entertaining,karaoke might be fun,0.5010
3411,Home Entertaining,people are checking out the house and having fun,0.5001
3412,Home Entertaining, cheers and applause  any other activities for you darling i like making stuff and i like cooking food,0.4985
3413,Home Entertaining,are you planning on feeding the people in the living room of course,0.4953
3414,Home Entertaining,the open house is so much fun,0.4855
3415,Home Entertaining, my favorite thing to do is theme nights,0.4831
3416,Home Entertaining,weddings are good for that,0.4825
3417,Home Entertaining,  a little cabana and the barbecue,0.4822
3418,Home Entertaining,  like a happy family house,0.4820
3419,Home Entertaining,i'm starting to move the guests up to the sun deck and do water and wine,0.4806
3420,Home Entertaining, what are we doin' tonight  we are decorating the house,0.4800
3421,Home Entertaining,fireworks for the party,0.4782
3422,Home Entertaining,one of our biggest things this season is table décor,0.4772
3423,Home Entertaining, like have a little reception  yeah just family,0.4747
3424,Home Entertaining, i am doing all the decorating,0.4743
3425,Home Entertaining,we could do a cool open house event,0.4723
3426,Home Entertaining,some wines and drinks some food,0.4719
3427,Home Entertaining, make it like a party,0.4712
3428,Home Entertaining,do dinner on the boat,0.4678
3429,Home Entertaining,i'm having the folks over for dinner,0.4678
3430,Home Entertaining, where do you guys want to eat in the dining room like civilized people or on the couch in the living room  couch in the living room,0.4678
3431,Home Entertaining, i was thinking because this is a very resortlike property we can throw somewhat of a nice party,0.4674
3432,Home Entertaining,what about just a dance party  in our living room  yeah we do it all the time,0.4667
3433,Home Entertaining, laughter to hang out with my father top chef experience so far,0.4666
3434,Home Entertaining, all right i got to make some uh i got to throw an open house,0.4666
3435,Home Entertaining,i could do tons of like home stuff,0.4659
3436,Home Entertaining,cooking exactly what the guests want will guarantee their happiness and that's all that matters to me,0.4657
3437,Home Entertaining,tonight i wanna do a nice little barbeque with all the guests,0.4648
3438,Home Entertaining,sketch at the house,0.4644
3439,Home Entertaining, laughing  what's like the most important room in the house  the kitchen  the bar oh yeah,0.4637
3440,Home Entertaining,we go out as a couple to bed bath and beyond and shop for home necessities,0.4636
3441,Home Entertaining, you can go out this evening grab dinner couple pops,0.4624
3442,Home Entertaining,well my neighborhood theater group is putting on a holiday revue,0.4621
3443,Home Entertaining, i think having a family dinner is gonna,0.4600
3444,Home Entertaining,we had some great dishes throughout the evening,0.4596
3445,Home Entertaining, we try to bring the kids out somewhere nice for dinner at least once a week you know to broaden their palate,0.4596
3446,Home Entertaining, fish and houseguests,0.4591
3447,Home Entertaining,  what  he loves the house,0.4588
3448,Home Entertaining,saturday afternoons with our daughter,0.4588
3449,Home Entertaining,going fishing with the sisters is the highlight kitchen,0.4588
3450,Home Improvement,undergoing a renovation,0.6573
3451,Home Improvement,what every home needs,0.6414
3452,Home Improvement, we're designing a house,0.6124
3453,Home Improvement,the house needs work,0.5765
3454,Home Improvement, work the renovation at the house,0.5727
3455,Home Improvement, what is this place  home,0.5660
3456,Home Improvement, you doing a remodel  teardown,0.5381
3457,Home Improvement, this is a turnkey apartment,0.5377
3458,Home Improvement,  for our building,0.5272
3459,Home Improvement, scott and debbie maintained the original look of the house but really spent the money behind the walls on the wiring on new appliances because at the end of the day people love the old look of houses but they don't want old plumbing,0.5223
3460,Home Improvement, what are we doing here  we need to get some tools for the house,0.5191
3461,Home Improvement,what is this place  our new home,0.5188
3462,Home Improvement, everything about the way this house has been built,0.5171
3463,Home Improvement, for two years james and i have been following the progress of what has become the most significant spec home in the city,0.5104
3464,Home Improvement,so you have all your little mom and pops electrical companies plumbing materials construction,0.5104
3465,Home Improvement,like that house needs so much work,0.5067
3466,Home Improvement, is it gonna be a townhouse  yeah that we're working on,0.5048
3467,Home Improvement,this is my old house look,0.4987
3468,Home Improvement, so this is where the renovation sorta stops,0.4982
3469,Home Improvement,this is not construction on the house,0.4974
3470,Home Improvement, you have to make the house seem attractive to people who are gonna want to do the work,0.4965
3471,Home Improvement,she needs a home that nobody's ever lived in before so brandnew construction,0.4963
3472,Home Improvement,the house definitely works,0.4961
3473,Home Improvement, it's a new house,0.4918
3474,Home Improvement,it's new construction  i basically rebuilt this house from the ground up,0.4916
3475,Home Improvement,  this guy comes in and builds something that's more geared towards a family,0.4910
3476,Home Improvement,and can you just highlight for me some of the things that need to get done  the garage down below has a small leak and the fireplaces have not been used in probably 30 years,0.4899
3477,Home Improvement,we need to make sure that this house is being presented in the best possible light,0.4895
3478,Home Improvement,i got $3 million in renovation in here,0.4865
3479,Home Improvement, scott: chain saw in a home,0.4857
3480,Home Improvement,where is your uh enchanting new home healthcare worker i just found out what that second toilet in my loo is for,0.4852
3481,Home Improvement,i got a couch factory but it's a start,0.4851
3482,Home Improvement, what is it  it's called the razor house,0.4849
3483,Home Improvement,something to my house that i'm living in,0.4844
3484,Home Improvement, i like that house,0.4816
3485,Home Improvement,i want to make couches hank,0.4797
3486,Home Improvement,this is a lot of house,0.4792
3487,Home Improvement,it's not a renovation it's a restoration,0.4778
3488,Home Improvement, so tell us about the house,0.4736
3489,Home Improvement, so i need to do something that's like big and all encompassing like the house,0.4722
3490,Home Improvement,these renovation plans and renderings are epic,0.4721
3491,Home Improvement, we are actually working on a property that has just been finished,0.4697
3492,Home Improvement, being able to decorate it,0.4697
3493,Home Improvement,and we are shooting my home today for an interior design magazine,0.4674
3494,Home Improvement,this is a beautiful home,0.4663
3495,Home Improvement,all new furnishings,0.4661
3496,Home Improvement,  we love this house,0.4653
3497,Home Improvement, i like the house,0.4639
3498,Home Improvement,it's a brandnew house,0.4632
3499,Home Improvement,office warehouse,0.4626
3500,Home Security,you want to be protected don't leave the property,0.6113
3501,Home Security,  what's up  who are you  security,0.5935
3502,Home Security,what every home needs,0.5731
3503,Home Security, full security cameras with database plus 24hour armed response,0.5594
3504,Home Security, we will protect this house  protect this house,0.5564
3505,Home Security,okay security guard,0.5366
3506,Home Security,something to my house that i'm living in,0.5324
3507,Home Security,fully smart house,0.5263
3508,Home Security,homeland security,0.5175
3509,Home Security,ah the phone company that's security,0.5103
3510,Home Security,the main security panel is in this room here,0.5087
3511,Home Security,there is security everywhere,0.5081
3512,Home Security,this is about the safety of our family,0.5061
3513,Home Security, security called,0.5056
3514,Home Security,i want a tight perimeter i want a canine unit and i want a door to door search of the entire neighborhood,0.5027
3515,Home Security, get out of my way  security,0.4987
3516,Home Security,what's the plan  plan is to keep you safe,0.4954
3517,Home Security,i think we have security,0.4919
3518,Home Security, this is a very important house to us,0.4907
3519,Home Security,security get some help in herelet me go,0.4818
3520,Home Security,there are guards on duty 24 hours at the front gate,0.4809
3521,Home Security,i don't remember this being a security question,0.4809
3522,Home Security,like they're gonna look into your house from right there,0.4756
3523,Home Security, we're going into your home,0.4705
3524,Home Security,oh the house is guarded by men and magic,0.4679
3525,Home Security, you stay away from me or i'm calling security,0.4677
3526,Home Security, i want the perimeter locked down,0.4668
3527,Home Security,the locks on the door help,0.4668
3528,Home Security, you seem to know a lot about the security system,0.4660
3529,Home Security,deserve protection from local pervs,0.4657
3530,Home Security,narrator: this is kyael a security guard who's keeping his childhood bedroom safe by still living there,0.4653
3531,Home Security, it's your house,0.4644
3532,Home Security," oh your house alarm's going off  i was like ""leave the burglars",0.4627
3533,Home Security, we're getting new security cameras,0.4605
3534,Home Security, what kind of investigation  it's a domestic threat assess,0.4595
3535,Home Security,the guards have got the rest of the joint sealed off but we've got our dorm and this whole compound,0.4584
3536,Home Security,the insurance company requires a bodyguard to keep an eye on my jewels,0.4583
3537,Home Security, stand by secure,0.4560
3538,Home Security, we can protect you,0.4531
3539,Home Security,has to be selfdefense,0.4515
3540,Home Security,this is your home,0.4503
3541,Home Security,as in most highend buildings you're not able to do open houses because they want to keep the security tight in the building so i have to show the unit every time to every single client,0.4490
3542,Home Security,i always go to the kitchen protected,0.4488
3543,Home Security, why does everyone think they can just let themselves in to my house  these things are extremely easy to find once you know what you're looking for,0.4478
3544,Home Security, if you're looking for job security you're in the wrong business,0.4439
3545,Home Security,i don't want a gun in the house,0.4416
3546,Home Security, with the fbi at evil corp physical security is madness,0.4389
3547,Home Security,where  i'm a homeowner carl and you have a bedroom,0.4389
3548,Home Security,we can protect you we'll make things right,0.4383
3549,Home Security, fire alarm let's hear it,0.4365
3550,Landscaping, landscaping to the tune of $100000,0.7274
3551,Landscaping,  it's good landscaping,0.7017
3552,Landscaping,the landscape the green,0.6034
3553,Landscaping, is it gonna come with any landscaping or isis it going to be raw like this  they're planning to do some landscaping,0.5970
3554,Landscaping,i love working in my yard,0.5959
3555,Landscaping,how you feeling are you ready for your big landscaping pitch  um,0.5615
3556,Landscaping, so this whole thing is just amazing landscaped common roof deck  everything will be landscaped,0.5498
3557,Landscaping, i spent $650000 creating that yard,0.5465
3558,Landscaping, the back garden,0.5412
3559,Landscaping, jenna you are so cute but i am a landscape architect and i don't know how any of this is going to help me,0.5363
3560,Landscaping,  gasps laughs  ah before i look this is a landscaping magazine right  oh yeah,0.5323
3561,Landscaping,undergoing a renovation,0.5236
3562,Landscaping,and there's overgrown flowers that are sloping here to topiaries that run along there,0.5154
3563,Landscaping,well how'd you get all those  landscapers contractors realtors,0.5144
3564,Landscaping,this is your backyard,0.5111
3565,Landscaping,you have outdoor space,0.5109
3566,Landscaping,we got this amazing property with incredible views,0.5054
3567,Landscaping,all the yard looks cleaned up,0.5024
3568,Landscaping,i want to show you the backyard,0.5011
3569,Landscaping, now this is a backyard,0.4997
3570,Landscaping, that you have such a great garden back there,0.4995
3571,Landscaping,welcome to the sad backyard of our stunning estate,0.4909
3572,Landscaping,oh my gosh it looks like a garden,0.4844
3573,Landscaping,what are we doing here weren't we just installing a garden this morning  we were,0.4816
3574,Landscaping, i know right when we bought it this was overgrown to like about here,0.4792
3575,Landscaping,i like to call this the zen garden,0.4770
3576,Landscaping,you know the backyard is huge,0.4744
3577,Landscaping, oh i'm definitely the gardener,0.4734
3578,Landscaping,do you think mitch really cares what color peaceful flowers you pick  well we are in the landscape design business so,0.4721
3579,Landscaping,what flowers do we have in the desert  there's so many gardens stupid,0.4704
3580,Landscaping, getting blown to bits  her garden,0.4704
3581,Landscaping, this is a part of a very large common terrace,0.4650
3582,Landscaping,i set up a little outdoor picnic and dining arrangement,0.4644
3583,Landscaping, it has outdoor space,0.4616
3584,Landscaping, look at this beautiful courtyard right here,0.4611
3585,Landscaping,fredrik let me show you the outdoor terrace that we did,0.4591
3586,Landscaping, so where we headed  do you like gardening  in general or  as in a date,0.4584
3587,Landscaping, oh my gosh look at this outdoor space,0.4570
3588,Landscaping, scoffs  that's quite a backyard,0.4557
3589,Landscaping,i'm not really worried about the garden floor because it has a beautiful garden,0.4503
3590,Landscaping,it's over an acre flat,0.4462
3591,Landscaping,right now i'm working on turning a singleslab dining table back into a tree,0.4438
3592,Landscaping,  what do you recommend  you just get sixfoot planters along the terrace,0.4430
3593,Landscaping,it's so nice working outside,0.4419
3594,Landscaping, we are actually working on a property that has just been finished,0.4415
3595,Landscaping, tractor pulling,0.4385
3596,Landscaping,the gardener lived up above,0.4372
3597,Landscaping,camera shutter snaps  most of the yards are reallynot only wellkept but some of them are really well done,0.4372
3598,Landscaping,aboveboard  you know this isn't zoning and garden for kids or building a parking structure,0.4371
3599,Landscaping,a beautiful garden of remembrance a proud memorial at its heart,0.4370
3600,Birds,birds chirping oh,0.6173
3601,Birds,"um the last word is ""seagulls",0.5952
3602,Birds, any birds flying away,0.5878
3603,Birds, chuckles birds chirping hello hello,0.5662
3604,Birds,something's killing all the birds in my neighborhood,0.5605
3605,Birds,  bird like the wings so,0.5476
3606,Birds,  bird like the wings so,0.5476
3607,Birds, regardless of it's wings or if it's ostrich feathers,0.5453
3608,Birds,but you know like the birds didn't show up,0.5416
3609,Birds,come come come to me birdies,0.5217
3610,Birds,i hear the birds chirping,0.5171
3611,Birds,seagulls calling,0.5129
3612,Birds,birds chirping  what the f we're so late,0.5118
3613,Birds,and then the other birds who are just sitting relaxing not doing anything started to burp because they didn't work,0.5100
3614,Birds,usually it's a dove or a rabbit,0.5099
3615,Birds, birdbird are you spraying the plants come here,0.5023
3616,Birds,bird squawking  whoa,0.5005
3617,Birds,pigeons are very difficult,0.4982
3618,Birds, whistling bird whistling  what is this  ours,0.4946
3619,Birds,  some red cockles,0.4943
3620,Birds,i was just thinking about how weird it is that we eat birds,0.4930
3621,Birds,so they still might have some pigeon mites,0.4880
3622,Birds,so they still might have some pigeon mites,0.4880
3623,Birds,bird caws give me a hand,0.4836
3624,Birds,we had a funeral for a bird,0.4822
3625,Birds, birds chirping  i thought you all were leaving 20 minutes ago,0.4790
3626,Birds,cats or dogs dogs,0.4783
3627,Birds,insects chirping hmm,0.4732
3628,Birds,i'm sorry i don't eat birds,0.4705
3629,Birds, they have a bird in the hand right now so they don't want to lose it,0.4630
3630,Birds,i can hear the northern flicker woodpeckers,0.4615
3631,Birds,killing sparrows by the gasworks,0.4612
3632,Birds,do you want to see the animals yeah  is that a turkey  those are guinea hens,0.4570
3633,Birds,i'm a bird in a cage,0.4517
3634,Birds, what they eat  i don't know,0.4513
3635,Birds,insects chirping becca i,0.4419
3636,Birds, a bird big bird from  that was a complete mess,0.4406
3637,Birds, there was too many feathers,0.4395
3638,Birds,if you killed the right bird we'd be looking at a dead human bleeding on my floor right now,0.4382
3639,Birds, the smaller ones,0.4364
3640,Birds,gunshot goddamn ducks,0.4355
3641,Birds, that was not a good bird noise,0.4354
3642,Birds,they swim in the ocean and they terrorize the whole community,0.4340
3643,Birds,birds chirping  khloe: kim you knock on the door,0.4308
3644,Birds,a black vulture will even try to kill an unfaithful member of its own species,0.4291
3645,Birds,can you tell dodo what dinosaurs those are  um,0.4263
3646,Birds,you didn't land the bird,0.4251
3647,Birds,birds chirping  kim: what's going on you're so skinny,0.4250
3648,Birds, uh do you hear hawks mating  no,0.4226
3649,Birds, bison and catfish,0.4203
3650,Cats,cats or dogs dogs,0.7429
3651,Cats, sexy animal cats,0.5871
3652,Cats, sexy animal cats,0.5871
3653,Cats,"i was inspired by ""cats",0.5864
3654,Cats,"i was inspired by ""cats",0.5864
3655,Cats,"the reimagined world of ""cats"" is our inspiration for this week's challenge",0.5673
3656,Cats," the reimagined world of ""cats"" is our inspiration for this week's challenge",0.5673
3657,Cats,tune.tune.  cats cats cats,0.5233
3658,Cats,tune.tune.  cats cats cats,0.5233
3659,Cats, kitten claws gentleman's club,0.5092
3660,Cats,we had a brown cat,0.5028
3661,Cats, why a cat  'cause it's like a blessing or maybe like scaring all the ghosts or whatever,0.4878
3662,Cats,i want the leopards here,0.4869
3663,Cats,any animals  two dogs,0.4864
3664,Cats,meows ooh saved by the meow,0.4853
3665,Cats, rug rats  i got them,0.4795
3666,Cats,cats mewing liz gasps ah,0.4691
3667,Cats,didn't know cats wore scarves,0.4669
3668,Cats,i'm pregnant with a kitty cat,0.4646
3669,Cats, if i go to your place is there gonna be like 500 cats when i get there  not 500,0.4585
3670,Cats,you really like kittens huh yeah,0.4571
3671,Cats, cat meows  what but for you to even use that term to me it's just like are you out of your ing mind pet that's some weird ass sh,0.4559
3672,Cats,"  laughs air horns blare tchaikovsky's ""romeo and juliet""  i have two cats also",0.4532
3673,Cats,  purrs  like a cat,0.4519
3674,Cats,i'm gonna eat this cat,0.4499
3675,Cats, i'm a little bit of an indoor cat,0.4489
3676,Cats, jesus christ absolute animals,0.4460
3677,Cats,cat burglars climb but they don't have wings,0.4452
3678,Cats, creeping like a cat,0.4434
3679,Cats,hisses buzzer sound a cat,0.4371
3680,Cats,these young cats don't know the sacrifice it takes to be great,0.4333
3681,Cats,cat howling save bandit,0.4330
3682,Cats, khloe: curious cat,0.4304
3683,Cats,"we're all excited to see your fresh take on animal prints inspired by the new movie ""cats",0.4242
3684,Cats,"we're all excited to see your fresh take on animal prints inspired by the new movie ""cats",0.4242
3685,Cats,my brothers and sisters,0.4132
3686,Cats, kitty colthurst,0.4129
3687,Cats, i've never been on cat before,0.4110
3688,Cats,'cause if a cat was an actual person it'd probably be wearing a train on the street 'cause they're really extra,0.4104
3689,Cats,'cause if a cat was an actual person it'd probably be wearing a train on the street 'cause they're really extra,0.4104
3690,Cats,  the cat's away my lady,0.4069
3691,Cats,  our colleagues,0.4041
3692,Cats,it's a hard no on cats allergic,0.4030
