,Unnamed: 0,Adword,Text,Score,Length of Sentence,Editorial Relevance,Clarity of Sentence,Tier1 Parent
3856,3856,Apartments,i've never seen apartments like this in brooklyn,0.6307,48,,,Real Estate
3857,3857,Apartments,double the apartment,0.6306,20,,,Real Estate
3858,3858,Apartments,a friend of mine has an apartment in our building,0.6299,49,,,Real Estate
3859,3859,Apartments,i was just going to ask about the apartment,0.6299,43,,,Real Estate
3860,3860,Apartments,almost all of the apartments have amazing outdoor space,0.6282,55,,,Real Estate
3861,3861,Apartments,oh ilove this apartment,0.6184,23,,,Real Estate
3862,3862,Apartments,one and two bedrooms,0.6134,20,,,Real Estate
3863,3863,Apartments, listen this is a very special apartment,0.61,40,,,Real Estate
3864,3864,Apartments, it's a condominium,0.6086,19,,,Real Estate
3865,3865,Apartments,showing that apartment nonstop,0.607,30,,,Real Estate
3866,3866,Apartments,three bedrooms are a must,0.6069,25,,,Real Estate
3867,3867,Apartments,who picked our first apartment me,0.6063,33,,,Real Estate
3868,3868,Apartments, the thing is if you're looking for an apartment find one where the bathroom is far enough away,0.6056,95,,,Real Estate
3869,3869,Apartments,i'll ask the renters,0.6028,20,,,Real Estate
3870,3870,Apartments,what a stunning apartment,0.5986,25,,,Real Estate
3871,3871,Apartments, one bedroom and it's partially furnished,0.5982,41,,,Real Estate
3872,3872,Apartments, three bedrooms at the least,0.5964,28,,,Real Estate
3873,3873,Apartments,probably three bedrooms at the least,0.5961,36,,,Real Estate
3874,3874,Apartments,there's so few buyers and so many damn apartments,0.5941,49,,,Real Estate
3875,3875,Apartments,the apartment isn't done,0.5932,24,,,Real Estate
3876,3876,Apartments, so you have three bedrooms,0.5916,27,,,Real Estate
3877,3877,Apartments,it's taken me many many years to accumulate these three apartments and now we have an amazing 3000squarefoot apartment that can compete with 15 central park west and 220 central park south,0.5914,188,,,Real Estate
3878,3878,Apartments, four bedroom four bath,0.5885,23,,,Real Estate
3879,3879,Apartments, which there are two three and four bedrooms,0.588,44,,,Real Estate
3880,3880,Apartments, he loved the apartment,0.5854,23,,,Real Estate
3881,3881,Apartments,what floor an apartment building,0.5841,32,,,Real Estate
3882,3882,Apartments,wow this is a whole different apartment,0.5838,39,,,Real Estate
3883,3883,Apartments,we have a lovely guest apartment right here,0.5833,43,,,Real Estate
3884,3884,Apartments, ten  ten bedrooms,0.5815,18,,,Real Estate
3885,3885,Apartments,so many buyers so little time so few apartments,0.577,47,,,Real Estate
3886,3886,Apartments,you that are buyers i want you to buy an apartment,0.5766,50,,,Real Estate
3887,3887,Apartments,not just the apartment that they live in but their taste,0.5755,56,,,Real Estate
3888,3888,Apartments,all the bedrooms are really big,0.5754,31,,,Real Estate
3889,3889,Apartments,rented out to you,0.5729,17,,,Real Estate
3890,3890,Apartments, why  this apartment is so unique,0.5708,33,,,Real Estate
3891,3891,Apartments, four bedrooms come on,0.5708,22,,,Real Estate
3892,3892,Apartments,this is the apartment building beth and i bought last year,0.5697,58,,,Real Estate
3893,3893,Apartments,seven bedrooms in the house,0.5694,27,,,Real Estate
3894,3894,Apartments, oh my god look at how cheap street level rooms are,0.5621,51,,,Real Estate
3895,3895,Apartments, oh my god look at how cheap street level rooms are,0.5621,51,,,Real Estate
3896,3896,Apartments,  you got to find me another apartment if i do that,0.5606,51,,,Real Estate
3897,3897,Apartments, but who am i gonna live with  you'll be a few doors down from me in my apartment building in d,0.5599,95,,,Real Estate
3898,3898,Apartments, how many bedrooms  two,0.5596,23,,,Real Estate
3899,3899,Apartments, what if they're still in there  which one's their apartment  that one,0.5589,70,,,Real Estate
3900,3900,Retail Property,it could be a business,0.5304,22,,,Real Estate
3901,3901,Retail Property,the building has 16 units,0.5299,25,,,Real Estate
3902,3902,Retail Property,  as the market continues to change you have to adapt and think outside the box to market these properties,0.5162,106,,,Real Estate
3903,3903,Retail Property, we were looking at properties,0.5126,30,,,Real Estate
3904,3904,Retail Property,so the whole building is for sale,0.5117,33,,,Real Estate
3905,3905,Retail Property, we sell real estate,0.5103,20,,,Real Estate
3906,3906,Retail Property, what i am interested in is commercial space right on sunset,0.5076,60,,,Real Estate
3907,3907,Retail Property,we just got a brandnew property and we got to talk about how we're gonna market it and not just local but global,0.5076,112,,,Real Estate
3908,3908,Retail Property, mansion right  maybe a minimansion,0.503,35,,,Real Estate
3909,3909,Retail Property, well it's kind of a store,0.503,26,,,Real Estate
3910,3910,Retail Property, it's a condominium,0.5021,19,,,Real Estate
3911,3911,Retail Property, are you in the business of selling or are you trying to turn and burn and move to the next property as soon as possible  no,0.5021,124,,,Real Estate
3912,3912,Retail Property,total building's about 51000 square feet,0.5011,40,,,Real Estate
3913,3913,Retail Property, there is  katdare properties,0.4976,29,,,Real Estate
3914,3914,Retail Property, oh and what business is that mr,0.4975,32,,,Real Estate
3915,3915,Retail Property,to our future as property magnates,0.4958,34,,,Real Estate
3916,3916,Retail Property,we have 6000 square feet of buildable space in soho,0.4888,51,,,Real Estate
3917,3917,Retail Property, looks like a shoe store,0.4876,24,,,Real Estate
3918,3918,Retail Property,undergoing a renovation,0.4874,23,,,Real Estate
3919,3919,Retail Property, this will be part retail,0.4856,25,,,Real Estate
3920,3920,Retail Property, out of the inventory the new construction in your price point not other than what we've already seen unless you want to jump outside into a different neighborhood andor decrease your square footage,0.4811,198,,,Real Estate
3921,3921,Retail Property,they're looking for a property that can house them and their children and their grandchildren,0.4811,93,,,Real Estate
3922,3922,Retail Property,they're looking for a property that can house them and their children and their grandchildren,0.4811,93,,,Real Estate
3923,3923,Retail Property, kim's clients ravi and lisa are savvy sellers taking advantage of the demand that's coming from the city to buy in suburbs like rye,0.4799,132,,,Real Estate
3924,3924,Retail Property,  la costa right  julie's requirements like a garage or a single story might not seem like something that's hard to find 32223 pch is basically,0.4796,143,,,Real Estate
3925,3925,Retail Property, i sell real estate,0.475,19,,,Real Estate
3926,3926,Retail Property,look we sell real estate,0.4746,24,,,Real Estate
3927,3927,Retail Property,i just really think that our stores are more than just a business,0.4745,65,,,Real Estate
3928,3928,Retail Property,over this past year these small business owners have had to overcome the massive economic loss that hit the world new york city and the fashion industry,0.4737,152,,,Real Estate
3929,3929,Retail Property,salesmen and profit centers,0.4734,27,,,Real Estate
3930,3930,Retail Property, big baby's businesses,0.4727,22,,,Real Estate
3931,3931,Retail Property,he's looking for a huge entertainment house and he's in the business,0.4725,68,,,Real Estate
3932,3932,Retail Property,that building no one's gone in or out of other than price,0.4713,57,,,Real Estate
3933,3933,Retail Property,in my country i open up two times my own stores  beautiful,0.4712,58,,,Real Estate
3934,3934,Retail Property,only one person is gonna have his or her name on the building sell it out and get all that commission,0.47,101,,,Real Estate
3935,3935,Retail Property,  you go to say the grove coffee shops or whatever it is that your profile of buyer will be situated as part of their daily routine and that's where we target,0.47,158,,,Real Estate
3936,3936,Retail Property, i'm listing a threebedroom twobath house in the melrose district that my clients tim and tom are trying to flip,0.4694,112,,,Real Estate
3937,3937,Retail Property,jeanne is an investor who does townhouse restoration and bigger buildings,0.4687,73,,,Real Estate
3938,3938,Retail Property,everything that made this store is being trucked out like its life's blood is seeping from the building,0.4681,103,,,Real Estate
3939,3939,Retail Property,it's a 20unit building and 19 of those i sold at record prices,0.4676,62,,,Real Estate
3940,3940,Retail Property,city of opportunity,0.4666,19,,,Real Estate
3941,3941,Retail Property, potential buyers,0.4666,17,,,Real Estate
3942,3942,Retail Property, i had the store for two years,0.4662,30,,,Real Estate
3943,3943,Retail Property,  6000 square feet,0.4639,18,,,Real Estate
3944,3944,Retail Property,every buyer and broker that i knew would appreciate the history of soho,0.4633,71,,,Real Estate
3945,3945,Retail Property,the shop doing as well as it is and,0.4626,35,,,Real Estate
3946,3946,Retail Property,plus 3000 square foot terrace,0.4615,29,,,Real Estate
3947,3947,Retail Property,we got this amazing property with incredible views,0.4611,50,,,Real Estate
3948,3948,Retail Property, the property is 16000 square feet over three levels with carrara marble staircases,0.4602,83,,,Real Estate
3949,3949,Retail Property,you want to maybe do business in california and miami and aspen,0.46,63,,,Real Estate
3950,3950,Hotel Properties,more like a hotel for the rundown rich,0.6496,38,,,Real Estate
3951,3951,Hotel Properties,they also sell really beautiful villas that come with all the amenities of the main hotel but then the villas get a lot more square footage and a lot more privacy,0.6381,162,,,Real Estate
3952,3952,Hotel Properties,the old beautiful structure that's gonna be a hotel,0.6258,51,,,Real Estate
3953,3953,Hotel Properties,this is property of the resort,0.624,30,,,Real Estate
3954,3954,Hotel Properties,imagined a hotel right here,0.6193,27,,,Real Estate
3955,3955,Hotel Properties, hotel california,0.5884,17,,,Real Estate
3956,3956,Hotel Properties,this is a real authentic hotel,0.5757,30,,,Real Estate
3957,3957,Hotel Properties,and this place is the only fivestar hotel and residence project in the entire island,0.5721,84,,,Real Estate
3958,3958,Hotel Properties,like no other company hamptons you have a house there,0.5718,53,,,Real Estate
3959,3959,Hotel Properties, i am staying at the regency,0.5699,28,,,Real Estate
3960,3960,Hotel Properties,"i thought when somebody came over and said ""where's your guest room"" i would point to the intercontinental hotel",0.5614,112,,,Real Estate
3961,3961,Hotel Properties,she specializes in luxury travel,0.5595,32,,,Real Estate
3962,3962,Hotel Properties,this is a hotel this place is older than bill,0.5549,45,,,Real Estate
3963,3963,Hotel Properties,ed the hotel off this,0.5538,21,,,Real Estate
3964,3964,Hotel Properties,jim borscht hotel,0.5536,17,,,Real Estate
3965,3965,Hotel Properties,kind of entertainers' palace,0.5503,28,,,Real Estate
3966,3966,Hotel Properties,welcome to the hotel,0.5456,20,,,Real Estate
3967,3967,Hotel Properties,  hotel sex is the best,0.5428,23,,,Real Estate
3968,3968,Hotel Properties,in the sales gallery as soon as people come in they have to realize they're almost in the hotel,0.5402,95,,,Real Estate
3969,3969,Hotel Properties, it reminds me of like you know a hotel resort in maui or something,0.5376,67,,,Real Estate
3970,3970,Hotel Properties, chuckles  this is the sales suite for the royal atlantis resort and residences,0.5359,79,,,Real Estate
3971,3971,Hotel Properties,huge awesome gorgeous mansion overlooking the atlantic,0.5336,54,,,Real Estate
3972,3972,Hotel Properties,and there are over 80 pools both resort and residence,0.5324,53,,,Real Estate
3973,3973,Hotel Properties,eugene and i wanted to buy years ago and i loved the arches on some of the hotels,0.531,81,,,Real Estate
3974,3974,Hotel Properties, i'm just not used to hotels,0.5274,28,,,Real Estate
3975,3975,Hotel Properties, commercial space  for a mixeduse hotel project that we're looking to develop,0.5246,77,,,Real Estate
3976,3976,Hotel Properties,what i would do if i lived in the building i would actually walk through the hotel,0.5242,82,,,Real Estate
3977,3977,Hotel Properties,casa oceana kind of an oldschool kind of a property,0.5241,51,,,Real Estate
3978,3978,Hotel Properties, it's a condominium,0.522,19,,,Real Estate
3979,3979,Hotel Properties,i want to give you a full tour of the property,0.5212,46,,,Real Estate
3980,3980,Hotel Properties,where we could charge money to stay there,0.521,41,,,Real Estate
3981,3981,Hotel Properties,what kinda resort is this  not a resort exactly,0.5208,47,,,Real Estate
3982,3982,Hotel Properties,we're talking screening room gym 24hour concierge with four deluxe penthouses,0.52,77,,,Real Estate
3983,3983,Hotel Properties,the sls hotel on the right,0.5193,26,,,Real Estate
3984,3984,Hotel Properties,and you are the owner of the penthouse of this damn resort,0.5185,58,,,Real Estate
3985,3985,Hotel Properties, montauk shoreline resort and spa  yeah,0.5162,39,,,Real Estate
3986,3986,Hotel Properties, mansion right  maybe a minimansion,0.5151,35,,,Real Estate
3987,3987,Hotel Properties,and then and then after that they rented a hotel with room service,0.5132,66,,,Real Estate
3988,3988,Hotel Properties,shoreline resort and spa,0.5131,24,,,Real Estate
3989,3989,Hotel Properties,it's a $23 million penthouse with a private car elevator,0.5113,56,,,Real Estate
3990,3990,Hotel Properties,'s biggest developers well known for building quality luxury homes,0.5062,66,,,Real Estate
3991,3991,Hotel Properties,a nice hotel by the stadium,0.504,27,,,Real Estate
3992,3992,Hotel Properties,you got fancy people fancy restaurants fancy shops and of course,0.5039,64,,,Real Estate
3993,3993,Hotel Properties,i'm staying at this bungalow at this fivestar hotel,0.5025,51,,,Real Estate
3994,3994,Hotel Properties,  i'm staying at this bungalow at this fivestar hotel,0.5025,53,,,Real Estate
3995,3995,Hotel Properties,again this is a vacation home,0.4992,29,,,Real Estate
3996,3996,Hotel Properties, is that why we're staying in this nice motel  oh son this is a hotel,0.4976,69,,,Real Estate
3997,3997,Hotel Properties,it's you know where most of my clients want to live,0.4968,51,,,Real Estate
3998,3998,Hotel Properties,just something just to like be able to get out of the hotel when i need to work a little bit,0.4968,92,,,Real Estate
3999,3999,Hotel Properties,to our future as property magnates,0.4964,34,,,Real Estate
4000,4000,Houses, a hundred houses,0.709,17,,,Real Estate
4001,4001,Houses,the houses are big,0.6862,18,,,Real Estate
4002,4002,Houses, so tell us about the house,0.672,27,,,Real Estate
4003,4003,Houses, like fifty houses in ninety days,0.6543,33,,,Real Estate
4004,4004,Houses, look at some houses,0.6489,20,,,Real Estate
4005,4005,Houses,it's just a house,0.6449,17,,,Real Estate
4006,4006,Houses,  gorgeous houses,0.6445,17,,,Real Estate
4007,4007,Houses,  three bedrooms,0.6435,16,,,Real Estate
4008,4008,Houses, showed a couple of houses,0.6341,26,,,Real Estate
4009,4009,Houses,  to get this house,0.6288,19,,,Real Estate
4010,4010,Houses,it's not a house,0.6219,16,,,Real Estate
4011,4011,Houses,you say bye to these houses,0.6192,27,,,Real Estate
4012,4012,Houses,since i was a child my number one thing is houses,0.6021,49,,,Real Estate
4013,4013,Houses, it's a new house,0.6015,17,,,Real Estate
4014,4014,Houses,this house has a lot to offer,0.6003,29,,,Real Estate
4015,4015,Houses,that house is like this,0.5988,23,,,Real Estate
4016,4016,Houses,house we need to talk,0.5942,21,,,Real Estate
4017,4017,Houses, everything about the way this house has been built,0.5937,51,,,Real Estate
4018,4018,Houses,anyway so this is the house,0.5934,27,,,Real Estate
4019,4019,Houses, 100 houses  this house is almost quadruple the size of all the others,0.5918,70,,,Real Estate
4020,4020,Houses, got a nice house,0.591,17,,,Real Estate
4021,4021,Houses, tell me a little bit about just give me the background of the house,0.5906,68,,,Real Estate
4022,4022,Houses, clear the house,0.5895,16,,,Real Estate
4023,4023,Houses, to sell all 100 houses,0.5871,23,,,Real Estate
4024,4024,Houses,one of your houses i assume,0.5865,27,,,Real Estate
4025,4025,Houses,one and two bedrooms,0.5837,20,,,Real Estate
4026,4026,Houses,seven bedrooms in the house,0.5831,27,,,Real Estate
4027,4027,Houses, so i wanted to talk about the house,0.5831,36,,,Real Estate
4028,4028,Houses,the house needs work,0.5812,20,,,Real Estate
4029,4029,Houses, i like the house,0.5806,17,,,Real Estate
4030,4030,Houses,the house definitely works,0.579,26,,,Real Estate
4031,4031,Houses, what is this place  home,0.579,25,,,Real Estate
4032,4032,Houses,  what  he loves the house,0.5746,26,,,Real Estate
4033,4033,Houses,so this is a big big house,0.5746,26,,,Real Estate
4034,4034,Houses, they got their dream house,0.5731,27,,,Real Estate
4035,4035,Houses,this house is on the market,0.5718,27,,,Real Estate
4036,4036,Houses,found a house in,0.5715,16,,,Real Estate
4037,4037,Houses, it's a nice house,0.5712,18,,,Real Estate
4038,4038,Houses,it's a nice house,0.5712,17,,,Real Estate
4039,4039,Houses,fifty two houses in like a very very short period of time,0.5669,57,,,Real Estate
4040,4040,Houses,something to my house that i'm living in,0.5665,40,,,Real Estate
4041,4041,Houses,  pitch the house,0.5648,17,,,Real Estate
4042,4042,Houses, let me show you the house,0.564,26,,,Real Estate
4043,4043,Houses,let me show you the house,0.564,25,,,Real Estate
4044,4044,Houses,it's a freestanding townhouse,0.562,29,,,Real Estate
4045,4045,Houses, it's a historic house,0.5597,22,,,Real Estate
4046,4046,Houses,on the house on brouncker road,0.5587,30,,,Real Estate
4047,4047,Houses, this house it means so much to me,0.5583,34,,,Real Estate
4048,4048,Houses,i got a bigass house,0.5572,20,,,Real Estate
4049,4049,Houses, we're designing a house,0.5557,24,,,Real Estate
4050,4050,Land and Farms, the land is worth at least 10,0.6332,30,,,Real Estate
4051,4051,Land and Farms,people never talk about it on tv but agriculture makes up over 40% of the land in the usa,0.6132,89,,,Real Estate
4052,4052,Land and Farms,there was land everywhere,0.6086,25,,,Real Estate
4053,4053,Land and Farms,they're going to farm the land themselves,0.5982,41,,,Real Estate
4054,4054,Land and Farms,what are you gonna do with your land hmm  i'm selling it,0.5719,56,,,Real Estate
4055,4055,Land and Farms,  can we afford it we'd make more money if we farmed it ourselves and let the house,0.5658,83,,,Real Estate
4056,4056,Land and Farms,what's the farm  you'll see,0.5576,27,,,Real Estate
4057,4057,Land and Farms,by the way i've been looking into crop rotation and grain sales,0.553,63,,,Real Estate
4058,4058,Land and Farms,it's on an acre and 12 of land,0.5307,30,,,Real Estate
4059,4059,Land and Farms,i grew up on a farm,0.5303,19,,,Real Estate
4060,4060,Land and Farms, big cattle ranch,0.5059,17,,,Real Estate
4061,4061,Land and Farms,tune. villages used to be made of organic materials,0.5056,51,,,Real Estate
4062,4062,Land and Farms,you gotta support our local farmers,0.504,35,,,Real Estate
4063,4063,Land and Farms,all the money power natural resources hell even borders were negotiable,0.4996,71,,,Real Estate
4064,4064,Land and Farms,you know owning this land and billy and just hishis son and,0.4962,59,,,Real Estate
4065,4065,Land and Farms,isn't this remarkable a farm village how they must have lived hundreds of years ago,0.4881,83,,,Real Estate
4066,4066,Land and Farms,she was a farmer,0.4863,16,,,Real Estate
4067,4067,Land and Farms,and then you can see the different plots of land,0.4852,48,,,Real Estate
4068,4068,Land and Farms,i want to show you these villages in the countryside,0.4849,52,,,Real Estate
4069,4069,Land and Farms, nobody owns a farm,0.4848,19,,,Real Estate
4070,4070,Land and Farms,bunch of mud farmers and sheep rapists,0.4822,38,,,Real Estate
4071,4071,Land and Farms,lots and lots of cobblestone and castiron buildings,0.4797,51,,,Real Estate
4072,4072,Land and Farms,oh during the harvest everyone goes there,0.4785,41,,,Real Estate
4073,4073,Land and Farms,that's why i chose  this one's got more land than any of the others,0.4773,67,,,Real Estate
4074,4074,Land and Farms,it's got six acres,0.4681,18,,,Real Estate
4075,4075,Land and Farms, three quarters of an acre,0.4656,26,,,Real Estate
4076,4076,Land and Farms,it's over an acre flat,0.4599,22,,,Real Estate
4077,4077,Land and Farms,the landscape the green,0.4479,23,,,Real Estate
4078,4078,Land and Farms, remember it's 451 acres,0.4473,24,,,Real Estate
4079,4079,Land and Farms,it's not an active dairy farm anymore but we still have animals that we raise for our own personal consumption,0.4473,110,,,Real Estate
4080,4080,Land and Farms,without its agricultural program we probably wouldn't have cabbage,0.442,66,,,Real Estate
4081,4081,Land and Farms,and have treaty rights on the river,0.4405,35,,,Real Estate
4082,4082,Land and Farms,so well if you're to give us a piece of land you'd better know where it is before you agree,0.4375,91,,,Real Estate
4083,4083,Land and Farms,no land power beauty oh,0.43,23,,,Real Estate
4084,4084,Land and Farms,one of the few places that can boast unspoiled nature,0.4287,53,,,Real Estate
4085,4085,Land and Farms,you see i want to improve how we sell our grain,0.427,47,,,Real Estate
4086,4086,Land and Farms,this was the this was the peasant food,0.4258,38,,,Real Estate
4087,4087,Land and Farms,help remind you of the old country,0.4242,34,,,Real Estate
4088,4088,Land and Farms,they hunted they fished they gathered they did it all,0.4239,53,,,Real Estate
4089,4089,Land and Farms,d its ingredients the love for the land an has really made me focus on the food,0.4226,79,,,Real Estate
4090,4090,Land and Farms,we offer our tours of the fields and of the barn,0.421,48,,,Real Estate
4091,4091,Land and Farms,we're as good as the tenant farmers thank you very much,0.4199,55,,,Real Estate
4092,4092,Land and Farms,local vegetables  local veg,0.4194,27,,,Real Estate
4093,4093,Land and Farms, some beautiful old houses,0.4183,26,,,Real Estate
4094,4094,Land and Farms,look the fact that it's five acres the fact that it hasn't been on the market in 30 years,0.4181,89,,,Real Estate
4095,4095,Land and Farms,don't feed the animals,0.4169,22,,,Real Estate
4096,4096,Land and Farms,my parents lost most of their farmland to eminent domain because they didn't know how to fight it,0.4156,97,,,Real Estate
4097,4097,Land and Farms,sky and mountains and ocean,0.4144,27,,,Real Estate
4098,4098,Land and Farms, i have a social studies test,0.4139,29,,,Real Estate
4099,4099,Land and Farms, dumb question 'cause i've never heard of a duck farm,0.4131,53,,,Real Estate
4100,4100,Office Property,somebody could use this as an office,0.6441,36,,,Real Estate
4101,4101,Office Property,office warehouse,0.6207,16,,,Real Estate
4102,4102,Office Property,  this is my office,0.5939,19,,,Real Estate
4103,4103,Office Property, what's the point you're already getting a new office,0.5829,53,,,Real Estate
4104,4104,Office Property, it's a condominium,0.5773,19,,,Real Estate
4105,4105,Office Property, it's close to the office,0.5772,25,,,Real Estate
4106,4106,Office Property, this is my office space,0.568,24,,,Real Estate
4107,4107,Office Property, i want an office on the 20th floor,0.5626,35,,,Real Estate
4108,4108,Office Property,it's in the office,0.56,18,,,Real Estate
4109,4109,Office Property, we have a great property,0.5569,25,,,Real Estate
4110,4110,Office Property, we were looking at properties,0.5556,30,,,Real Estate
4111,4111,Office Property,undergoing a renovation,0.5509,23,,,Real Estate
4112,4112,Office Property,the building has 16 units,0.5452,25,,,Real Estate
4113,4113,Office Property, let me show you your office,0.5432,28,,,Real Estate
4114,4114,Office Property, i don't really have an office,0.5395,30,,,Real Estate
4115,4115,Office Property,we leased the office space and we're starting to get the place ready for business and i could not be more excited,0.5344,113,,,Real Estate
4116,4116,Office Property, gonna set up my new office right here,0.5307,38,,,Real Estate
4117,4117,Office Property,  this is the middle bedroom which could also be an office,0.5281,58,,,Real Estate
4118,4118,Office Property,notice how all the records in the office have been destroyed the charred filing cabinets,0.5275,88,,,Real Estate
4119,4119,Office Property,we have 6000 square feet of buildable space in soho,0.5267,51,,,Real Estate
4120,4120,Office Property,we got this amazing property with incredible views,0.5251,50,,,Real Estate
4121,4121,Office Property,a friend of mine has an apartment in our building,0.5174,49,,,Real Estate
4122,4122,Office Property,that is my property,0.5145,19,,,Real Estate
4123,4123,Office Property,suppose your office building's on fire,0.5121,38,,,Real Estate
4124,4124,Office Property, you want private outdoor space check,0.51,37,,,Real Estate
4125,4125,Office Property,so the whole building is for sale,0.5082,33,,,Real Estate
4126,4126,Office Property, wait wait wait wait i respect you but i have to put my foot down and say this building we took over from another firm,0.5076,118,,,Real Estate
4127,4127,Office Property,something to my house that i'm living in,0.5061,40,,,Real Estate
4128,4128,Office Property,casa oceana kind of an oldschool kind of a property,0.5048,51,,,Real Estate
4129,4129,Office Property, this is today's office,0.5039,23,,,Real Estate
4130,4130,Office Property,this is the apartment building beth and i bought last year,0.5032,58,,,Real Estate
4131,4131,Office Property, it's just an abandoned office i knew had a 10gig fiber link,0.5032,60,,,Real Estate
4132,4132,Office Property,total building's about 51000 square feet,0.5004,40,,,Real Estate
4133,4133,Office Property, it's a workplace,0.5001,17,,,Real Estate
4134,4134,Office Property, it's a workplace,0.5001,17,,,Real Estate
4135,4135,Office Property,this is a $9 14 million full floor in my building,0.4993,49,,,Real Estate
4136,4136,Office Property,cubicle  all right you need to find a der it,0.4982,44,,,Real Estate
4137,4137,Office Property, we're attempting to work both sides of the deal on our laurel avenue property,0.4945,78,,,Real Estate
4138,4138,Office Property, man: you're looking for some office space,0.4922,42,,,Real Estate
4139,4139,Office Property,we're developers and so there are other properties,0.4902,50,,,Real Estate
4140,4140,Office Property,  i'll check the office,0.4897,23,,,Real Estate
4141,4141,Office Property, mansion right  maybe a minimansion,0.4896,35,,,Real Estate
4142,4142,Office Property,the bowels of the office,0.4886,24,,,Real Estate
4143,4143,Office Property,  and by the way now during the pandemic everybody wants a home office,0.4881,70,,,Real Estate
4144,4144,Office Property, there is  katdare properties,0.4873,29,,,Real Estate
4145,4145,Office Property, employees of this office are very small and delicate,0.4869,53,,,Real Estate
4146,4146,Office Property,1600 block north poplar,0.4865,23,,,Real Estate
4147,4147,Office Property, is this your house  i'm representing my client on this house,0.4853,61,,,Real Estate
4148,4148,Office Property, is actually 4th floor property,0.4853,31,,,Real Estate
4149,4149,Office Property, building department planning department or is it your wife local government is here to serve you,0.4851,97,,,Real Estate
4150,4150,Space and Astronomy,it's all about just like space galaxies,0.6079,39,,,Science
4151,4151,Space and Astronomy, well i minored in astronomy,0.5741,28,,,Science
4152,4152,Space and Astronomy, meteors are space rocks not stars,0.5151,34,,,Science
4153,4153,Space and Astronomy,all: from time and space hey,0.4803,28,,,Science
4154,4154,Space and Astronomy,except air and the vacuum of space,0.4606,34,,,Science
4155,4155,Space and Astronomy,  we love the space,0.4579,19,,,Science
4156,4156,Space and Astronomy,the stars are about to start coming,0.4544,35,,,Science
4157,4157,Space and Astronomy,"has to be like an observatory or something like that ""observatory"" ""preservatory"" ""observe""  kathy: i don't give a bleep what it is",0.4472,131,,,Science
4158,4158,Space and Astronomy,there's nothing but space,0.4416,25,,,Science
4159,4159,Space and Astronomy,tune. ople of earth,0.4385,19,,,Science
4160,4160,Space and Astronomy,okay so that's this blanket this telescope these sandwiches this meteor shower,0.4379,78,,,Science
4161,4161,Space and Astronomy,  chuckles i kept thinking of what it would be like to be in space during a meteor shower,0.4308,89,,,Science
4162,4162,Space and Astronomy, well do you think neil armstrong doesn't love space just 'cause he's only been twice sighs dag i hate all of this,0.421,114,,,Science
4163,4163,Space and Astronomy, so remember don't focus on the space itself focus on the potential,0.4102,67,,,Science
4164,4164,Space and Astronomy,your star orbiting with mine gravitationally brought me the love of my life elliot,0.4091,82,,,Science
4165,4165,Space and Astronomy, where is the sun mmhmm,0.4013,23,,,Science
4166,4166,Space and Astronomy,i'm good at science 10000%,0.3991,26,,,Science
4167,4167,Space and Astronomy,spacey hiphop music tune. tune.  all right all right,0.3949,52,,,Science
4168,4168,Space and Astronomy, okay let's see if there's stars,0.3948,32,,,Science
4169,4169,Space and Astronomy,i'm assuming you'll be giving me private lessons i'm a little weak in celestial navigation,0.3831,90,,,Science
4170,4170,Space and Astronomy,sky and mountains and ocean,0.381,27,,,Science
4171,4171,Space and Astronomy,chandra the world needs to know about my findings that's all that's important it is one thing to publish a book in the comfort of the university it is another to leave everything behind chasing a theory that is pure fantasy mohinder the earth spins at 1000 miles an hour as we desperately try to keep from being thrown off,0.3794,322,,,Science
4172,4172,Space and Astronomy,and completely obsessed with space,0.3773,34,,,Science
4173,4173,Space and Astronomy,those astronomy signs are not kicking in really well right now,0.3751,62,,,Science
4174,4174,Space and Astronomy, this is a voyage into the unknown,0.3704,34,,,Science
4175,4175,Space and Astronomy,  babbles  what are you doing here  i'm picking up dad's old telescope,0.3687,70,,,Science
4176,4176,Space and Astronomy,the sun is shifting,0.3675,19,,,Science
4177,4177,Space and Astronomy,it's the eclipse,0.3661,16,,,Science
4178,4178,Space and Astronomy, my vision is something that came from a different galaxy different colors different shapes,0.3656,91,,,Science
4179,4179,Space and Astronomy,there's a lot of celestial language in here,0.362,43,,,Science
4180,4180,Space and Astronomy,i need to expand my horizons,0.3579,28,,,Science
4181,4181,Space and Astronomy, what do you think about that  that is a great use of space,0.3565,59,,,Science
4182,4182,Space and Astronomy,i mean in meteorological circles,0.3564,32,,,Science
4183,4183,Space and Astronomy, you guys have been so incredible to me  when you were little what did you want to be  easy astronaut,0.3551,101,,,Science
4184,4184,Space and Astronomy, yes it's stratospheric,0.355,23,,,Science
4185,4185,Space and Astronomy,how can i even give you a real number when you're in fÃ¡*Ã¡Ã¡*ing planet jupiter let me warn you failure in this situation is not an option,0.3539,136,,,Science
4186,4186,Space and Astronomy,earth to earth ashes to ashes dust to dust,0.3531,42,,,Science
4187,4187,Space and Astronomy,they have such good separation of space,0.3511,39,,,Science
4188,4188,Space and Astronomy,this is like the one space i,0.3487,28,,,Science
4189,4189,Space and Astronomy,""" james tiberius kirk captain starshipenterprise",0.3483,48,,,Science
4190,4190,Space and Astronomy, vacuum's over here,0.3467,19,,,Science
4191,4191,Space and Astronomy,sweep east to west same path as the sun travels,0.3457,47,,,Science
